REC_NUM,REC_TYPE,INV_NUM,INV_DATE,PAYER_ACC,PAYER_COMPANY,PAYER_ATTN,PAYER_ADDR,PAYER_CITY,PAYER_PROV,PAYER_POSTAL_CODE,PAYER_COUNTRY,INV_NET_AMT,INV_GST,INV_PST,INV_QST,INV_HST,INV_HST_BC,INV_HST_NB,INV_HST_NL,INV_HST_NS,INV_HST_ON,INV_TOTAL_AMT,CURRENCY,INV_DUE_DATE,NUM_OF_DETAIL_REC,NUM_OF_SHIPMENTS,NUM_OF_PCS,NUM_OF_PREPAID_ SHIPMENTS,PREPAID_ AMT,NUM_OF_COLLECT_ SHIPMENTS,COLLECT_AMT,NUM_OF_3RDPARTY_ SHIPMENTS,3RDPARTY_AMT,NUM_OF_ACCESSORIAL,ACCESSORIAL_AMT,FUEL_AMT,MAIL-TO_COMPANY,MAIL-TO_ATTN,MAIL-TO_ADDR1,MAIL-TO_ADDR2,MAIL-TO_CITY,MAIL-TO_PROV,MAIL-TO_POSTAL_CODE,MAIL-TO_COUNTRY,REMIT-TO_COMPANY,REMIT-TO_ADDR1,REMIT-TO_ADDR2,REMIT-TO_CITY,REMIT-TO_PROV,REMIT-TO_POSTAL_CODE,REMIT-TO_COUNTRY,SOLD-TO_ACC,SOLD-TO_COMPANY,SOLD-TO_ATTN,SOLD-TO_ADDR,SOLD-TO_CITY,SOLD-TO_PROV,SOLD-TO_POSTAL_CODE,SOLD-TO_COUNTRY,SOLD-TO_NET_AMT,SOLD-TO_GST,SOLD-TO_PST,SOLD-TO_QST,SOLD-TO_HST,SOLD-TO_HST_BC,SOLD-TO_HST_NB,SOLD-TO_HST_NL,SOLD-TO_HST_NS,SOLD-TO_HST_ON,SOLD-TO_TOTAL_AMT,SOLD-TO_NUM_OF_SHIPMENTS,SOLD-TO_NUM_OF_PCS,SOLD-TO_SHIPMENT_NET_AMT,SOLD-TO_AC_NET_AMT,SOLD-TO_FUEL_AMT,SOLD-TO_CONTRACT,SHIPPING_METHOD,SERVICE_DATE,BOL_MNFST_NUM,SHIPMENT_PIN,LINE_ITEM,SHIPPING_METHOD_DESC,BOL_MNFST_FLAG,ACTUAL_PRODUCT_NUM,ACTUAL_PRODUCT_DESC,ACTUAL_WGT,ACTUAL_WGT_UOM,METHOD_OF_PAYMENT,PIECES,DECLARED_PRODUCT_NUM,DECLARED_PRODUCT_DESC,DECLARED_WGT,DECLARED_WGT_UOM,RETURN_FLAG,CUSTOMER_REF1,CUSTOMER_REF2,CUSTOMER_REF3,CUSTOMER_REF4,CUSTOMER_REF5,SHIP-FROM_COMPANY,SHIP-FROM_ATTN,SHIP-FROM_ADDR,SHIP-FROM_CITY,SHIP-FROM_PROV,SHIP-FROM_POSTAL_CODE,SHIP-FROM_COUNTRY,SHIP-TO_COMPANY,SHIP-TO_ATTN,SHIP-TO_ADDR,SHIP-TO_CITY,SHIP-TO_PROV,SHIP-TO_POSTAL_CODE,SHIP-TO_COUNTRY,SHIPMENT_BASE_AMT,SHIPMENT_GST,SHIPMENT_PST,SHIPMENT_QST,SHIPMENT_HST,SHIPMENT_TOTAL_AMT,CUBING_FACTOR_1,FUEL_SURCHARGE,DNGR_GOODS,DNGR_GOODS_ACTUAL_FLAG,DNGR_GOODS_DECLARED_FLAG,COS_SURCHARGE,COS_ACTUAL_FLAG,COS_DECLARED_FLAG,EXPRESS_CHEQUE,EC_ACTUAL_FLAG,EC_DECLARED_FLAG,SATURDAY_DELIVERY,SAT_DELIV_ACTUAL_FLAG,SAT_DELIV_DECLARED_FLAG,SATURDAY_PICKUP,SAT_PICKUP_ACTUAL_FLAG,SAT_PICKUP_DECLARED_FLAG,SPECIAL_HANDLING,SH_ACTUAL_FLAG,SH_DECLARED_FLAG,COLLECT_3RDPARTY_SURCHARGE,COLLECT_3RDPARTY_ACTUAL_FLAG,COLLECT_3RDPARTY_DECLARED_FLAG,DECLARED_VALUE_SURCHARGE,DV_ACTUAL_FLAG,DV_DECLARED_FLAG,MULTI_PIECE_SURCHARGE,RESIDENTIAL_DELIVERY_SURCHARGE,BEYOND_ORIGIN_SURCHARGE,BEYOND_DEST_SURCHARGE,MISSING_ACCOUNT_SURCHARGE,AIR_CARGO_NAVCAN_SURCHARGE,AIR_CARGO_FUEL_SURCHARGE,AIR_CARGO_DNGR_GD_SURCHARGE,AIR_CARGO_DNGR_GD_ACTUAL_FLAG,AIR_CARGO_DNGR_GD_DECLARED_FLAG,PIECE_PIN,PCS_ACTUAL_WGT,PCS_ACTUAL_WGT_UOM,ACTUAL_WGT_FLAG,ACTUAL_HEIGHT,ACTUAL_WIDTH,ACTUAL_LENGTH,ACTUAL_DIMENSION_UOM,PCS_DECLARED_WGT,PCS_DECLARED_WGT_UOM,PCS_DECLARED_HEIGHT,PCS_DECLARED_WIDTH,PCS_DECLARED_LENGTH,DECLARED_DIMENSION_UOM,SPECIAL_HANDLING_FLAG,RESIDENTIAL_PICKUP_SURCHARGE,RESIDENTIAL_SIGNATURE,MANUAL_SHPT_FEE,ORIGIN_ZONE_ID,RATE_CODE,ORIGIN_BEYOND_RATE_CODE,DEST_BEYOND_RATE_CODE,GST_HST_TAX_NUM,QST_TAX_NUM
62,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725863,329019725863,1,Web Ship- Acct#,B,220,Purolator Express Box 9AM,,,PP,,211,Purolator Express Envelope 10:30AM,,,N,ss37,ss37,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS37,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725863,7,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
63,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725871,329019725871,1,Web Ship- Acct#,B,221,Purolator Express Box 10:30AM,7,LB,PP,1,211,Purolator Express Envelope 10:30AM,0,LB,N,ss38,ss38,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS38,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,33.63,1.91,0,0,0,40.18,X,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
64,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725871,329019725871,1,Web Ship- Acct#,B,221,Purolator Express Box 10:30AM,,,PP,,211,Purolator Express Envelope 10:30AM,,,N,ss38,ss38,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS38,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725871,7,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
65,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725889,329019725889,1,Web Ship- Acct#,B,200,Purolator Express 9AM,6,LB,PP,1,212,Purolator Express Envelope,0,LB,N,ss39,ss39,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS39,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,37.41,2.12,0,0,0,44.47,X,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
66,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725889,329019725889,1,Web Ship- Acct#,B,200,Purolator Express 9AM,,,PP,,212,Purolator Express Envelope,,,N,ss39,ss39,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS39,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725889,6,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
67,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725897,329019725897,1,Web Ship- Acct#,B,201,Purolator Express 10:30AM,6,LB,PP,1,212,Purolator Express Envelope,0,LB,N,ss40,ss40,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS40,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,31.99,1.83,0,0,0,38.33,X,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
68,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725897,329019725897,1,Web Ship- Acct#,B,201,Purolator Express 10:30AM,,,PP,,212,Purolator Express Envelope,,,N,ss40,ss40,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS40,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725897,6,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
69,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725905,329019725905,1,Web Ship- Acct#,B,202,Purolator Express,6,LB,PP,1,212,Purolator Express Envelope,0,LB,N,ss41,ss41,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS41,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,16.67,1,0,0,0,20.95,X,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
70,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725905,329019725905,1,Web Ship- Acct#,B,202,Purolator Express,,,PP,,212,Purolator Express Envelope,,,N,ss41,ss41,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS41,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725905,6,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
71,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725913,329019725913,1,Web Ship- Acct#,B,210,Purolator Express Envelope 9AM,0,LB,PP,1,212,Purolator Express Envelope,0,LB,N,ss42,ss42,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS42,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,22.36,1.31,0,0,0,27.41,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
72,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725913,329019725913,1,Web Ship- Acct#,B,210,Purolator Express Envelope 9AM,,,PP,,212,Purolator Express Envelope,,,N,ss42,ss42,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS42,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725913,0,LB,1,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
73,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725921,329019725921,1,Web Ship- Acct#,B,211,Purolator Express Envelope 10:30AM,0,LB,PP,1,212,Purolator Express Envelope,0,LB,N,ss43,ss43,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS43,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,17.32,1.03,0,0,0,21.69,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
74,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725921,329019725921,1,Web Ship- Acct#,B,211,Purolator Express Envelope 10:30AM,,,PP,,212,Purolator Express Envelope,,,N,ss43,ss43,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS43,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725921,0,LB,1,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
75,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725939,329019725939,1,Web Ship- Acct#,B,215,Purolator Express Pack 9AM,4,LB,PP,1,212,Purolator Express Envelope,0,LB,N,ss44,ss44,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS44,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,34.05,1.94,0,0,0,40.66,X,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
76,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725939,329019725939,1,Web Ship- Acct#,B,215,Purolator Express Pack 9AM,,,PP,,212,Purolator Express Envelope,,,N,ss44,ss44,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS44,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725939,4,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
77,S,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,12.58,0,0,0,0,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725947,329019725947,1,Web Ship- Acct#,B,216,Purolator Express Pack 10:30AM,4,LB,PP,1,212,Purolator Express Envelope,0,LB,N,ss45,ss45,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS45,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,28.63,1.65,0,0,0,34.52,X,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,23,D09,,,104116280 RT0001,1003841452 TQ0001
78,P,409168652,20101112,556348,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,CAD,20101126,82,82,90,82,2620.93,0,0,0,0,0,0,197.06,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,,MISSISSAUGA,ON,L5R 3T8,CA,PUROLATOR COURIER LTD.,P.O. BOX 1100,ETOBICOKE POST STN A,ETOBICOKE,ON,M9C 5K2,CA,,TEST ACCOUNT FOR CI 2010,,5995 AVEBURY RD,MISSISSAUGA,ON,L5R 3T8,CA,2817.99,135.68,0,0,12.58,,,,,,2966.25,82,90,2620.93,0,197.06,9730045,ZONL,20101026,329019725947,329019725947,1,Web Ship- Acct#,B,216,Purolator Express Pack 10:30AM,,,PP,,212,Purolator Express Envelope,,,N,ss45,ss45,,,,UAT14 ESO,UAT14  ESO,6205 AIRPORT RD,MISSISSAUGA,ON,L4V 1E1,CA,WHY WEIGHT SS45,REWEIGH  ME,1 WILTSHIRE BAY,WINNIPEG,MB,R2J 2L5,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329019725947,4,LB,3,0,0,0,,0,LB,0,0,0,IN,N,,,,,,,,,
